city,place_name,latitude,longitude
Sofia,Фабрика ДЪГА / Rainbow Factory,42.6988287,23.3259482
Sofia,2 Giraffes,42.694965,23.3216958
Sofia,Chucky's Coffee House,42.6918475,23.3210349999999
Sofia,Percolate Coffee,42.6932212,23.3440409
Sofia,Drekka,42.6913794,23.3233668
Sofia,Chucky's Coffee Store,42.6650701,23.286343
Sofia,Фабрика ДЪГА 2 / Rainbow Factory 2,42.6923381,23.3386015
Sofia,From Barista Coffee and more,42.6221904,23.3677074
Sofia,DABOV Specialty Coffee,42.6858385,23.3243766000001
Sofia,Columbus Coffee Labs,42.6896035,23.3278350000001
Sofia,Barista coffee and more,42.6706333,23.3157947
Split,D16 Coffee,43.5088138,16.4401539
Split,kava37 | Specialty Coffee Shop Hvar,43.1708658,16.4417571
Split,4coffee soul food - Specialty Coffee Shop,43.5088202,16.4416838
Split,Malo Misto,43.4442513,16.6409791999999
Dallas,Coffee House Cafe,32.997938,-96.7991319
Dallas,Stupid Good Coffee,32.782646,-96.7953556
Dallas,Ascension Coffee (Crescent),32.7937823,-96.8038113
Dallas,Ascension Coffee (Design District),32.7970216,-96.8199707
Dallas,Ascension Coffee (Roastery),32.8005867,-96.8397611
Dallas,Crooked Tree,32.7957169,-96.8008169
Dallas,Weekend Coffee (Joule Hotel),32.7802859,-96.7983363
Dallas,FULL CITY ROOSTER Coffee Roasting Studio,32.767665,-96.789791
Dallas,Mudsmith,32.8152957,-96.7698918
Dallas,Davis Street Espresso (Oak Cliff Coffee Roasters),32.749657,-96.836709
Dallas,Sip | Stir Cafe,32.8090587,-96.7951039
Dallas,Cultivar Coffee Bar & Roaster (Dallas),32.8391169,-96.6976459
Dallas,Cultivar Coffee Bar & Roaster (Denton),33.2143272,-97.1352526
Dallas,Avoca Coffee Roasters,32.7501051,-97.3561203
Dallas,Café Victoria,32.7882983,-96.8091855
Dallas,Local Press + Brew,32.7640659,-96.8233452
Dallas,Magnolias Sous Le Pont,32.7934512,-96.8078687
Dallas,Method Coffee,32.7951717,-96.7890209
Dallas,Society Coffee,32.84432,-97.082258
Dallas,Pearl Cup Coffee,32.9922615,-96.7273905
Dallas,Oddfellows,32.7488421,-96.827384
Dallas,BREWED,32.730439,-97.332642
Dallas,Buon Giorno Coffee,32.749415,-97.336295
Dallas,Craftwork Coffee Co.,32.7304751,-97.3375553
Dallas,1418 Coffeehouse,33.0192979,-96.6990051
Dallas,Eiland Coffee Roasters,32.957472,-96.727206
Dallas,Seven Mile Cafe (Highland Village),33.0723347,-97.0598489
Dallas,Seven Mile Cafe (Denton),33.2191474,-97.1352828
Dallas,Seven Mile Cafe (Keller),32.9324774,-97.2540132
Dallas,Houndstooth Coffee (Sylvan|Thirty),32.7692586,-96.8355088
Dallas,State Street Coffee,32.7975654,-96.7978572
Dallas,Houndstooth Coffee (Walnut Hill),32.8808429,-96.7692087
Dallas,Civil Pour,32.8821019,-96.7673376
Dallas,Merit Coffee,32.8204254,-96.8019668
Dallas,Noble Coyote Coffee Roasters,32.7822861,-96.7673403
Dallas,White Rock Coffee,32.8646045,-96.7123204
Dallas,Fiction Coffee,32.7951048,-96.7890086
Dallas,WFM Coffee Bar,32.7957855,-96.8014571
Dallas,HANDS+ROSE COFFEE,32.7985446,-96.8280332
Dallas,Ascension Coffee (Thanksgiving Tower),32.7819574,-96.798096
Dallas,Houndstooth Coffee (Henderson Ave),32.8115598,-96.774509
Dallas,Oak Lawn Coffee,32.8063456,-96.8113273
Dallas,Cultivar Coffee Bar & Roaster (Oak Cliff),32.7433492,-96.8268464
Dallas,Drugstore Cowboy,32.7840406,-96.7835544
Hoi_An,Hoi An Roastery (the coffee corner),15.8770351,108.3286812
Hoi_An,Hoi An Roastery (hidden in a small alley),15.8777481,108.3268596
Hoi_An,The Espresso Station,15.8802172,108.3283638
Hoi_An,Hoi An Roastery (original shop),15.8770361,108.3287895
Hoi_An,CocoBox,15.8766966,108.3286016
Hoi_An,Faifo Coffee,15.8772064,108.3280961
Hoi_An,Sound Of Silence Coffee Shop,15.9087804,108.3472957
Hoi_An,Rosie's cafe,15.877663,108.325648
Hoi_An,Mia Coffee,15.8772264,108.3344811
Hoi_An,Hoi An Roastery - Japanese Bridge,15.8773141,108.3306231
Hoi_An,Cavalry Coffee,15.8584285,108.38226
Hoi_An,T'Aroma Coffee,15.8764869,108.3293155
Hoi_An,Bosgaurus Coffee Roasters,15.8764556,108.3274666
Hoi_An,Phin Coffee Hoi An,15.8777128,108.3279222
Hoi_An,FeFe Roastery,15.8779299,108.3266864
Istanbul,Espressolab Taksim,41.036082,28.984136
Istanbul,Espressolab Grandpera,41.0345515,28.9776792
Istanbul,Espressolab Tünel,41.0296305,28.9754492
Istanbul,Drip Coffee Istanbul,41.0289618,28.9734691
Istanbul,Kronotrop Cihangir,41.0313703,28.9824140000001
Istanbul,Probador Colectiva,41.028993,28.979997
Istanbul,Norm Coffee,41.031989,28.985327
Istanbul,Coffee Brew Lab,41.0320996,28.978345
Istanbul,Coffee Sapiens (Roastery & Brew Bar),41.025952,28.981298
Istanbul,Coffee Sapiens (Roastery & Workshop),41.0416215,28.950887
Istanbul,Coffee Department,41.032933,28.9457629999999
Istanbul,Petra Roasting Co.,41.062116,29.009512
Istanbul,Montag Coffee Roasters,40.9900853,29.0242357
Istanbul,Rafine Espresso Bar,40.986571,29.025705
Istanbul,Cup Of Joy,41.0650195,29.0178913
Istanbul,Geyik Coffee Roastery & Cocktail Bar,41.030329,28.98375
Istanbul,COFFEETOPIA,41.016471,28.973336
Istanbul,Four Letter Word Coffee,40.8805354,29.0689455
Istanbul,Short Black,41.0245792,28.9794214
Istanbul,Karabatak,41.0252753,28.9792916
Istanbul,Latife Türk Kahvecisi,41.02648,28.9746259999999
Istanbul,Drip Coffeeist,40.963737,29.075225
Istanbul,Çekirdek Coffee,40.984571,29.027788
Istanbul,Twins Coffee Roasters,41.036921,28.98983
Istanbul,Ministry of coffee,41.0492744,28.9959954999999
Istanbul,At origin Coffee Shop & Roastery,41.057209,29.01121
Istanbul,Coffee Manifesto Kadıköy,40.9891789,29.024166
Istanbul,Coffee Manifesto Moda,40.985577,29.026202
Istanbul,CoffeeNutzLAB,40.979856,29.090269
Istanbul,Federal Coffee Company,39.914133,32.8082761000001
Istanbul,LOL Coffee Roasters,41.0261062,28.9814478
Istanbul,Mambocino,41.0437798,29.0035179
Istanbul,Walter's Coffee Roastery,40.9848144,29.0260909
Istanbul,Dört Kadıköy,40.985352,29.026219
Istanbul,PLETHORA OF COFFEE,40.9734721,29.041579
Istanbul,But First Coffee,41.0565519,28.9813918
Istanbul,Just Coffee Beşiktaş,41.043745512668,29.0035391473721
Istanbul,Espressolab Boğaziçi,41.0850726,29.0455474
Istanbul,Espressolab Etiler,41.0810245,29.0356294000001
Istanbul,Espressolab Vadi İstanbul,41.113709,28.9852550000001
Istanbul,Fatih Espressolab,41.0173621,28.9495561
Istanbul,Espressolab Watergarden AVM,40.9982516,29.0991733
Istanbul,Espressolab,41.0421545,28.9895365
Istanbul,Espressolab Karaköy,41.0218955,28.9757285000001
Istanbul,Mambocino Coffee,41.038224,28.9325635
Istanbul,Mambocino Café,40.9785001,28.8710510999999
Istanbul,Mambocino Coffee,41.059408,28.9870129999999
Istanbul,Mambocino,41.0228074,28.9758477
Istanbul,Federal Coffee +,41.051387,28.99666
Istanbul,Federal Beşiktaş,41.043013,29.006302
Istanbul,Federal Galata,41.0262336,28.9736345
Istanbul,Federal Karaköy,41.0240828,28.9782814
Istanbul,Brew Coffeeworks Sirkeci,41.01579,28.9738901000001
Istanbul,Black Cup Coffee Karaköy,41.023675,28.977975
Istanbul,Black Cup Coffee,41.039271,28.995489
Istanbul,1 Coffee,41.0316842,28.9840611
Istanbul,Coffee Jupiter,41.032156,28.988277
Istanbul,İlmisimya Cafe & Art Space,41.025106,28.978731
Istanbul,Press Karakoy,41.0245921,28.9782516
Istanbul,BORDERLINE COFFEE,41.050912,28.994911
Istanbul,Magado Coffee,41.052691,28.9935424
Istanbul,Moc coffee roastery,41.0542358,28.9875288000001
Istanbul,Molecule Roastery / Design,41.068945,29.005902
Istanbul,Aklime Polat Kahveleri,41.064048,28.89292
Istanbul,Espressolab Haliç Üniversitesi,41.0566406,28.9515156
Istanbul,Espressolab Kadir Has Üniversitesi,41.025165,28.9590470000001
Istanbul,ESPRESSOLAB ZORLU METRO,41.0668186,29.0130429
Istanbul,EspressoLab - İTÜ Ayazağa Kampüsü,41.1054139,29.0234914
Istanbul,KİMMA COFFEE ROASTERS,41.091868,29.001143
Istanbul,Troika Roasting co.,41.096687,29.005313
Istanbul,Double Pause Coffee,40.962972,29.076563
Istanbul,Filtre Coffee Shop,40.967461,29.0879640000001
Istanbul,Kamarad Coffee Roastery,40.99534,29.029552
Istanbul,SECCOCAFE,40.9636176,29.0750554
Istanbul,Cargo Coffee Co.,40.9945983,29.1106540000001
Istanbul,Del Fiano Coffee,41.0863375,29.1350214
Istanbul,Espresso Perfetto,41.09271,29.096619
Istanbul,Eftalikus Pera,41.0292081,28.9729237
Istanbul,Noir Pit,41.029003,28.97313
Istanbul,Noir Pit Coffee Co. Göktürk,41.1772998,28.8876643
Istanbul,Noir Pit,40.9849406,29.0277594
Istanbul,Runner Up,41.0346506,28.9923013
Istanbul,Espressolab Üsküdar Bulgurlu,41.0177907,29.0784041
Istanbul,Espressolab Şirinevler Meydan,40.9924131,28.8448013
Istanbul,Espressolab Çobançeşme,40.9921798,28.8326241
Istanbul,Espressolab G Hub Sefaköy,40.9995128,28.7965941
Istanbul,Espressolab Gaziosmanpaşa Meydan,41.0579479,28.9124989
Istanbul,Espressolab Meydan Başakşehir,41.105358,28.795308
Istanbul,Espressolab Sarıyer Merkez,41.1674387,29.0574952
Istanbul,Espressolab,41.017794,29.2025328
Istanbul,Espressolab Mecidiyeköy Damak,41.0676632,28.9947078
Miami,Panther Coffee (Wynwood),25.7998834,-80.1992955
Miami,Panther Coffee (Sunset Harbour),25.7945769,-80.1443299
Miami,Panther Coffee (Coconut Grove),25.727636,-80.242368
Miami,Cafe Curuba,25.7472045,-80.2589521
Miami,ALL DAY,25.7845085,-80.1938257
Miami,Box Coffee,25.802385,-80.198638
Miami,Brothers & Brawlers by DIROCCO,25.8030003,-80.2024043
Miami,Eternity Coffee Roasters,25.7729991,-80.1900342
Miami,Macondo Coffee Roasters,25.7963269,-80.3429773
Miami,MIAM,25.8025919,-80.2013279
Miami,Vice City Bean,25.7915504,-80.1940916
Miami,White Rose Coffee,25.763111,-80.2971726
Miami,Puroast Coffee,25.7676833,-80.193495
Miami,Café Demetrio,25.7517643,-80.2609001
Miami,Mister Block Cafe,25.801825,-80.198745
Miami,Sweat Records,25.8263467,-80.1917617
Miami,Warsaw Coffee Company,26.142637,-80.135242
Miami,Brew Urban Cafe,26.1293361,-80.1449396
Miami,The Grind Coffee Project,26.1148478,-80.145652
Miami,Subculture Coffee,26.7135101,-80.0557741
Miami,The Seed,26.350844,-80.0892075
Miami,Oceana Coffee Roasters,26.9572101,-80.0872744
Miami,Rabbit Coffee Roasting Company,26.7736424,-80.0771918
Miami,Argyle Coffee Roasters,26.123261,-80.151821
Miami,Calusa Coffee Roasters,26.1889229,-80.1451775
Miami,The Chosen Bean,26.1595014,-80.1848985
Miami,Mane Coffee,26.3857131,-80.0776518
Taipei,Fika Fika Cafe,25.0504815,121.5352799
Taipei,Ontheway Cafe,25.0317707,121.5550578
Taipei,KITE COFFEE,25.0306848,121.5568515
Taipei,Simple Kaffa Huashan Flagship Store,25.0439031,121.5276904
Taipei,Instil Coffee - Zhongshan（中山店）,25.0521457,121.5183005
Taipei,NOTCH Cafe Bending,25.0453596,121.5133704
Taipei,MKCR / Mountain Kids Coffee Roaster 山小孩咖啡,25.0474238,121.5108841
Taipei,SIDOLI RADIO 小島裡,25.0521594,121.5112881
Taipei,Simple Kaffa Super Kiosk Taoyuan Airport Shop,25.0775859,121.2321088
Taipei,VWI BY CHADWANG,25.0422966,121.5407533
Taipei,Savour Cafe,25.0335076,121.5482842
Taipei,COFFEE IN SPACE,25.0434229,121.542951
Taipei,勺光-188,23.8672523,120.9101269
Taipei,getmore lab 精品咖啡 Specialty Coffee,25.0341316,121.5348215
Taipei,RUFOUS COFFEE,25.023482,121.543519
Taipei,Coffee Sweet 自家烘焙咖啡館,25.0483789,121.5221988
Taipei,Gabee coffee,22.5299941,113.3947035
Taipei,黑露咖啡館 OLO Coffee Roasters,25.050914,121.520039
Taipei,大爆咖啡 BOOM coffee roasters,25.022813,121.54767
Taipei,Fujin Tree 355 富錦樹355,25.060647,121.5578783
Taipei,The Lobby of Simple Kaffa | Hotel V,25.0428362,121.5516387
Taipei,Woolloomooloo,25.033255,121.558137
Taipei,巢 nido,25.0412474,121.5691575
Taipei,Cafe Lakulaku,25.0443896,121.5469734
Taipei,picnic野餐咖啡,25.0203599,121.533063
Taipei,光景 Scene Homeware,25.056653,121.545609
Taipei,All Day Roasting Company,25.056827,121.560257
Taipei,Luguo Café,25.054633,121.509949
Taipei,Zhanlu Coffee,25.016063,121.531908
Taipei,PEG coffee,25.0232495,121.5546485
Taipei,Goodman Roaster(阿里山咖啡),25.1239923,121.5318117
Taipei,Wilbeck Cafe,25.0262377,121.5227028
Taipei,COFFEE : STAND UP,25.042822,121.555571
Taipei,The Factory Mojocoffee,24.1549201,120.6570939
Taipei,Sun Coffee,25.0164909,121.3016679
Taipei,Milkglider latteartist unity,25.059436,121.5487
Taipei,Olivia Coffee Roaster,25.0385194,121.5559712
Taipei,Ruins Coffee Roasters,24.9907279,121.5710437
Taipei,Solidbean Coffee Roasters,24.156451,120.657761
Taipei,錘子咖啡烘焙坊 Twi A Coffee Roasters,25.239451,121.457113
Taipei,Peloso Coffee Roaster 沛洛瑟珈琲店,25.033497,121.5076899
Taipei,Glacier Coffee Roasters 冰河咖啡,24.168835,120.655034
Taipei,The CURVE Coffee Roasting Co. - SCAA Campus.,24.165516,120.634878
Taipei,GEORGE HOUSE,25.0289358,121.5299714
Taipei,Single Origin espresso & roast,25.0434197,121.5527413
Taipei,FURO CAFE,25.0337929,121.5480147
Taipei,Paper St. Coffee Company,25.043601,121.530227
Taipei,Taster's Coffee,25.0678589,121.5768008
Taipei,The Normal,25.0379529,121.5561194
Taipei,COFFEE LOVER's PLANET,25.0404249,121.5483553
Taipei,COFFEE LOVER's PLANET,24.8100339,120.9750464
Taipei,Terra Coffee 德樂咖啡,25.0638632,121.5180832
Taipei,nuhi (nu studio),25.046484,121.574876
Taipei,丸花豆倉 Monga Coffee Roasters,25.0389769,121.5026932
Taipei,Elephant Machine Coffee,25.030775,121.529739
Taipei,Always bean Good,25.0250894,121.5597663
Taipei,Tzubi coffee,25.039303,121.5515821
Taipei,Balance Cafe Shop x Coffee Artisanal Roastery,25.0457088,121.5425357
Taipei,MKCR / Mountain Kids Chill & Relax 山小孩咖啡,25.0220052,121.5521883
Taipei,MKCR / Mountain Kids Coffee Roaster 山小孩（南港店）,25.0513017,121.5975991
Taipei,D23 Coffee Roasters,25.0557638,121.5372338
Taipei,D23 Coffee Dazhi,25.0779742,121.5503381
Taipei,Instil Coffee Dimension,25.0310211,121.5429835
Taipei,RockyDoggy Coffee Store/咬滾狗狗咖啡館,25.0371241,121.5581438
Taipei,Notch咖啡 高等法院店,25.0385318,121.5113727
Taipei,Notch咖啡 永安店(新店面僅有一層樓),25.0025525,121.5121267
Taipei,VWI by Chadwang,25.0775429,121.2352357
Taipei,VWI by CHADWANG 台中店,24.1373714,120.6585149
Taipei,森焙 Sun Coffee Roasters,25.0321003,121.5587548
Taipei,Barista Ray Coffee (台北店),25.0405469,121.5541299
Taipei,What’s Life Coffee Roasters,25.0710101,121.5196661
Taipei,金福咖啡 JinfuCoffee,24.9997783,121.5389805
Taipei,鬧蟬咖啡Now Chance Coffee (Fuxing),25.0535952,121.5419894
Taipei,SanFormosan Coffee Dadaocheng Main Shop,25.0540223,121.5118569
Taipei,Mau Coffee,25.0574392,121.5335615
Taipei,Goodman Roaster 華山店,25.0467348,121.5318246
Taipei,Fong Da Coffee,25.042566,121.506354
Taipei,Nanmay Coffee,25.042574,121.506311
Taipei,Oasis Coffee Roasters - Anhe,25.0340477,121.5517744
Taipei,Oasis Coffee Roasters - Nanjing,25.0529187,121.5474658
Taipei,Oasis Coffee Roasting Lab,25.119019,121.5319392
Taipei,nabiis cycles & coffee,25.0549489,121.5133171
Taipei,SAND COFFEE,25.0285442,121.560018
Taipei,ALL DAY ROASTING COMPANY 師大店,25.02067,121.526735
Taipei,% ARABICA,25.0563113,121.520804
Taipei,CURISTA COFFEE Taipei City Hall Shop,25.0415163,121.5641657
Taipei,CURISTA COFFEE奎士咖啡 SOGO忠孝店,25.0420339,121.5447843
Taipei,CURISTA COFFEE奎士咖啡 誠品南西店,25.0520942,121.5207243
Taipei,CURISTA COFFEE奎士咖啡 遠百信義A13店,25.0367019,121.5680927
Taipei,CURISTA COFFEE奎士咖啡 台北101店,25.0338211,121.5644443
Taipei,Café Chamber,25.0245551,121.5254577
Taipei,COSTUMICE CAFÉ,25.0436842,121.5525228
Taipei,ForgoodCafe 好多咖啡,25.0304039,121.53002
Taipei,Oklao Coffee Farm,25.0247895,121.5493908
Taipei,Roaster Family Coffee 烘焙者咖啡,25.0305404,121.5304497
Taipei,滴咖啡 DROP COFFEE HOUSE,25.019063,121.5336153
Warsaw,Kawiarnia Relaks,52.202667,21.021735
Warsaw,Kawiarnia Filtry,52.2204761,20.9885492999999
Warsaw,Ministerstwo Kawy,52.218816,21.018269
Warsaw,Kawiarnia Filtry,52.2204761,20.9885492999999
Warsaw,Żona Krawca - Kawiarnia,52.2474912,21.0646064
Warsaw,Żona Krawca - Kawiarnia,52.2474912,21.0646064
Warsaw,Punkt 7,53.9560855,22.3242188
Warsaw,Fat White Coffee Bar,52.2501787,20.9991528
Warsaw,Kawki na Stawki,52.2542001,20.9953602000001
Warsaw,Kofi Brand,52.2510724,21.0625361
Warsaw,Moko,52.1948268,21.0230448
Warsaw,Forum Coffee,52.21969,21.0166869
Warsaw,Cafe Plakatówka,52.160865,21.07065
Warsaw,Fabryczna,52.224473,21.0383486000001
Warsaw,STOR,52.236861,21.024715
Warsaw,U Krawca Cafe,52.2443652,21.0779551000001
Warsaw,Secret Life Cafe,52.269654,20.9795340000001
Warsaw,Relax Cafe Bar,52.233269,21.0107442999999
Warsaw,Same Fusy. Herbaciarnia i Kawiarnia,52.2502824,21.0109643000001
Warsaw,F30 kawiarnia,52.235095,21.053939
Warsaw,Sady Cafe,52.2663784,20.976051
Warsaw,Coffee Republic,52.1949472,20.9242581999999
Warsaw,Kawiarnia Cophi,52.2256562,21.0111903
Warsaw,Kawiarnia Czytelnia,52.2827398,20.9532280999999
Warsaw,NOISE (HALAS) Vinyl + Coffee,52.2526491,21.0341561
Warsaw,"eMeSeN (Museum of Modern Art, Panska 3)",52.2326634,21.0020824000001
Warsaw,"EMESEN (Museum of Modern Art, Vistula)",52.2431482,21.0270864
Warsaw,Story Coffee Roasters,52.186386,20.905518
Warsaw,Coffeedesk,52.2245418,21.0136408
Warsaw,Kawałek,52.2325166,20.988063
Warsaw,WYSPA kawiarnia bistro PRAGA,52.2619574,21.024124
Warsaw,No i Co,52.2476022,21.0628193
Warsaw,Cortado Sisters cafe,52.1587151,21.0667149999999
Warsaw,frykasy rarytasy,52.216681,21.230847
Warsaw,Balance Speciality Coffee,52.24494,20.9628700000001
Warsaw,Ceramiczna cafe bar,52.3219785,20.9623747000001
Warsaw,Unique Choice,52.232234,21.116256
Warsaw,Nancy Lee,52.2334328,21.0149764
Warsaw,Kawiarnia Posiaduffka,52.2614552,21.1650483
Warsaw,Kawiarnia Fawory,52.2625838,20.9916147
Warsaw,Instax Cafe,52.220379,21.0126031
Warsaw,4 Pokoje,52.2572209,21.0374666
Warsaw,Sweet & Blossom Cafe,52.223532,21.0124557
Warsaw,Coffeelab,52.3254065,21.0263257
Warsaw,Kawka na ławkę,52.267441707768,20.988371372223
Kyoto,% Arabica Kyoto Higashiyama,34.9986354,135.778294
Kyoto,% Arabica Kyoto Arashiyama,35.0135406,135.6763951
Kyoto,Cafe Phalam カフェパラン,35.0115943,135.742901
Kyoto,Ｓｅｎｔｉｄｏ,35.0101781,135.7609022
Kyoto,Unir【ウニール本店】,34.937156,135.691467
Kyoto,HUMAN MADE 1928 Cafe by Blue Bottle Coffee,35.0084787,135.7665389
Kyoto,Blue Bottle Coffee - Kyoto Rokkaku Cafe,35.0074363,135.7611875
Kyoto,WEEKENDERS COFFEE TOMINOKOJI,35.0067836,135.7644831
Kyoto,Kurasu Kyoto Stand,34.9863776,135.7538511
Kyoto,Vermillion Cafe,34.9684193,135.7741523
Kyoto,Blue Bottle Coffee - Kyoto Kiyamachi Cafe,35.0058282,135.7704014
Kyoto,LIGHT UP COFFEE KYOTO,35.0295986,135.7700928
Kyoto,Clamp Coffee Sarasa,35.0114194,135.7456757
Kyoto,Sarasa Nishijin,35.0376219,135.7468855
Kyoto,efish - エフィッシュ,34.995249,135.7673768
Kyoto,Vermillion (Fushimi Inari),34.967563,135.770804
Kyoto,OGAWA COFFEE,34.9863756,135.7600045
Kyoto,INODA COFFEE,34.9869525,135.7605417
Kyoto,Drip & Drop Coffee Supply,35.0059591,135.7685461
Kyoto,% ARABICA Kyoto Fujii Daimaru,35.003348,135.766698
Kyoto,dot.S,35.0138195,135.7848474
Kyoto,HIBICOFFEE,34.9895593,135.7645167
Kyoto,Akatsuki Coffee,35.041861,135.7828954
Kyoto,roastery DAUGHTER / gallery SON,34.9885967,135.7528781
Kyoto,Walden Woods Kyoto,34.9933456,135.7631592
Kyoto,here,35.0091808,135.7552339
Kyoto,% ARABICA Kyoto Roastery & Bakery,35.041188,135.685508
Kyoto,Blue Bottle Coffee Kyoto Cafe,35.0114169,135.7894748
Kyoto,WEEKENDERS COFFEE ROASTERY,34.9989516,135.7660728
Kyoto,common.,35.0178387,135.7541457
Kyoto,STYLE COFFEE,35.0182921,135.7689859
Kyoto,Goodman Roaster Kyoto,35.0023772,135.755671
Kyoto,SOT COFFEE ROASTER Kyoto / ソットコーヒー京都七条,34.9916962,135.7695191
Kyoto,DRIP & DROP COFFEE SUPPLY GINKAKUJI,35.0274936,135.7916752
Kyoto,DRIP & DROP COFFEE ROASTERY,35.028126,135.7468727
Kyoto,DRIP & DROP COFFEE SUPPLY 寺町店,35.0126492,135.7673831
Kyoto,here Kyoto Kiyomizu,34.9960733,135.7809287
Kyoto,Kurasu Ebisugawa,35.0148564,135.762174
Kyoto,Kurasu Nishijin Roastery,35.0368239,135.7487364
Kyoto,Stumptown Coffee Roasters,35.0097689,135.7601108
Kyoto,Hive Coffee,35.0300181,135.7580181
Kyoto,SUMI WINE COFFEE,34.99897,135.7684244
Kyoto,heath,35.0082649,135.751055
Kyoto,SCHOOL BUS COFFEE STOP KYOTO,35.0156273,135.7690716
Kyoto,SCHOOL BUS COFFEE BAKERS,35.0154537,135.7593513
Kyoto,Kitaoji Roastery Lab,35.0438668,135.7603637
Kyoto,Kamogawa Cafe,35.0201636,135.7697791
Kyoto,Cafe Bibliotec Hello,35.013694,135.7641579
Medellin,PERGAMINO Café - Vía Primavera,6.208284,-75.567079
Medellin,Cafe Velvet Medellin,6.2080267,-75.5669974
Medellin,Creador - Café,6.207702,-75.567661
Medellin,Toucan Cafe & Tours,6.210185,-75.569071
Medellin,Rituales compañía de café,6.245584,-75.595401
Medellin,My Daughter (Hija Mia) Coffee Roasters,6.212538,-75.570863
Medellin,Al Alma Coffee Roasters,6.2127963,-75.5709838
Medellin,Urbania Café,6.209771,-75.572854
Medellin,Cafe Macanas Medellín,6.2068477,-75.564913
Medellin,Pergamino Coffee (Airport),6.172137,-75.4275651
Medellin,El Laboratorio de Café (Aeropuerto Olaya Herrera),6.2183385,-75.5869108
Medellin,El Laboratorio de Cafe (Museo de Antioquia),6.2522317,-75.568818
Medellin,El Laboratorio de Café (Indiana Mall Center),6.1541125,-75.532947
Medellin,El Laboratorio de Café (Centro Comercial El Tesoro),6.1965831,-75.5596092
Medellin,El Laboratorio de Café (Tostadora),6.1983877,-75.5876384
Medellin,El Laboratorio de Café (Plazoleta Ruta N),6.2649525,-75.5666495
Medellin,El Laboratorio de Café (Centro Comercial Puerta del Norte),6.340271,-75.542889
Medellin,La Cafeteca in Bello (La Cafeteca Tienda de café),6.3153287,-75.556369
Medellin,Café Revolución,6.245835,-75.592245
Medellin,Cariñito Cafe,6.2245345,-75.5744091
Medellin,Café con Mucho Amor,6.2489557,-75.5705315
Medellin,Al Alma Coffee Roasters La Strada,6.2019858,-75.5720728
Medellin,Cafe Al Alma,6.2071008,-75.5661284
Medellin,Algarabía - Café y comercio justo,6.2457452,-75.5928595
Medellin,La Taza Tienda De Café,6.2460313,-75.5968216
Medellin,Pergamino Café Oviedo,6.1995936,-75.5751909
Medellin,Cafe Zeppelin,6.2086673,-75.5668013
Medellin,Cafe Zeppelin,6.2464103,-75.5976457
Medellin,Café Cliché,6.248372,-75.5955629
Medellin,El Café de Otraparte,6.1794687,-75.5839562
Medellin,Distrito Radio,6.2439341,-75.5968652
Jerusalem,Roasters,31.7847601,35.2127879
Jerusalem,Cafe Kadosh,31.7800639,35.2216128
Jerusalem,Tmol Shilshom,31.7809565,35.2199310999999
Jerusalem,Al Mufti,31.7794035,35.2315201
Jerusalem,טחנת הקפה The Coffee Mill,31.764782,35.22101
Jerusalem,cafe 7,31.7788805,35.2230853
Jerusalem,Etz Cafe,31.7789193,35.2233536
Jerusalem,Austrian Hospice,31.7803259,35.2321158
Jerusalem,Souq al-Qattanin Coffee,31.7771906,35.2344806
Panama_City,Mentiritas Blancas,8.9901035,-79.5249948
Panama_City,Unido (Coco Del Mar),8.9925865,-79.4977422
Panama_City,"Unido (Casco Viejo, American Trade Hotel)",8.9525933,-79.5371804
Panama_City,"Unido (Costa del Este, P.H. MMG Tower)",9.0083086,-79.477002
Panama_City,"Unido (Marbella, Plaza La Riviera)",8.9799553,-79.518067
Panama_City,"Unido (Multiplaza, Luxury Ave)",8.983888,-79.509899
Panama_City,Leto Coffee Brew Bar,8.9913109,-79.5030286
Panama_City,NINA Concept Store,8.983509,-79.520566
Panama_City,Bajareque Coffee House,8.9514586,-79.5323611
Dubai,% Arabica - City Walk II,25.2042492,55.2633021
Dubai,Specialty Batch Coffee HQ,25.222966,55.258116
Dubai,Jebena Specialty Coffee,24.98096,55.2008989999999
Dubai,% Arabica - Dubai Mall,25.1967661,55.278748
Dubai,Seven Fortunes Coffee Roasters,25.1148438,55.2382165
Dubai,The Brass Coffee & Community,25.2088588,55.2625281000001
Dubai,Raw Coffee Company,25.150859,55.228164
Dubai,THE SUM OF US,25.229801,55.285854
Dubai,Roseleaf Cafe,25.130147,55.212729
Dubai,Boon Coffee,25.0792767,55.1499429
Dubai,Kaffa Beans Specialty Coffee Roastery,25.1141943,55.3718454
Dubai,Cafe Rider Custom,25.117507,55.212586
Dubai,Nightjar Coffee,25.14276,55.2246700000001
Dubai,Gold Box Roastery,25.118319,55.2105790000001
Dubai,Stomping Grounds - Specialty Coffee Hub,25.223134,55.2582070000001
Dubai,Coffee Planet Distribution Centre,25.1172539,55.2246036
Dubai,Brew Cafe,25.1470134,55.1969865
Dubai,The Espresso Lab,25.221146,55.25856
Dubai,ColsBrew Cold Brew,25.18009,55.3525500000001
Dubai,Nostalgia JBR,25.0768965,55.132805
Dubai,Drip House Café,24.9991079,55.1699066
Dubai,Mokha 1450 Coffee Boutique,25.2141328,55.2589032999999
Dubai,Walter's Coffee Roastery,25.1964657,55.2776459
Dubai,Common Grounds,25.1191192,55.2028445
Dubai,Tom&Serg,25.1455025,55.2234532
